customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges,no_phone_service,internetservice_none
4128-ETESU,no,female,1,1,0,47,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,0,electronic check,"{""monthly"": 99.7, ""total"": ""4747.2""}",0,0
4129-LYCOI,no,female,0,0,1,67,1,1,fiber_optic,0,1,0,1,1,1,two year,1,electronic check,"{""monthly"": 104.0, ""total"": ""7039.05""}",0,0
4130-MZLCC,no,female,0,0,0,5,1,0,dsl,0,1,0,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 50.55, ""total"": ""244.75""}",0,0
4132-KALRO,no,female,0,0,0,4,1,1,fiber_optic,0,0,0,1,1,1,month-to-month,1,mailed check,"{""monthly"": 100.85, ""total"": ""399.25""}",0,0
4132-POCZS,no,male,0,1,0,52,0,0,dsl,1,0,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 39.9, ""total"": ""2020.9""}",1,0
4134-BSXLX,no,male,0,1,0,28,1,0,dsl,1,1,0,1,0,0,month-to-month,0,mailed check,"{""monthly"": 60.9, ""total"": ""1785.65""}",0,0
4135-FRWKJ,no,female,1,1,1,55,1,1,dsl,1,0,1,1,1,0,one year,0,electronic check,"{""monthly"": 76.25, ""total"": ""4154.55""}",0,0
4137-BTIKL,no,male,0,0,0,2,1,1,fiber_optic,1,0,0,0,0,1,month-to-month,0,mailed check,"{""monthly"": 90.75, ""total"": ""174.75""}",0,0
4137-JOPHL,no,female,0,0,0,50,1,0,fiber_optic,0,0,1,1,0,1,two year,1,bank transfer (automatic),"{""monthly"": 89.7, ""total"": ""4304.5""}",0,0
4138-NAXED,no,male,0,0,0,51,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 81.0, ""total"": ""4085.75""}",0,0
4139-DETXS,no,female,0,1,1,72,0,0,dsl,1,1,1,1,1,1,two year,0,bank transfer (automatic),"{""monthly"": 64.45, ""total"": ""4528""}",1,0
4139-JPIAM,no,male,0,0,0,51,0,0,dsl,1,0,0,1,0,1,month-to-month,1,credit card (automatic),"{""monthly"": 44.45, ""total"": ""2181.55""}",1,0
4139-SUGLD,yes,male,0,1,1,31,0,0,dsl,1,0,0,1,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 35.4, ""total"": ""1077.5""}",1,0
4140-MUHUG,yes,female,1,0,0,3,1,0,fiber_optic,0,0,1,0,1,0,month-to-month,1,electronic check,"{""monthly"": 86.85, ""total"": ""220.95""}",0,0
4140-TOILV,nan,male,0,1,0,22,1,0,fiber_optic,0,0,1,0,1,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 87.0, ""total"": ""1850.65""}",0,0
4140-WJAWW,yes,female,0,0,0,5,1,0,no,0,0,0,0,0,0,month-to-month,0,credit card (automatic),"{""monthly"": 19.85, ""total"": ""108.05""}",0,1
4143-HHPMK,yes,male,0,0,0,52,1,0,fiber_optic,0,1,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 85.35, ""total"": ""4338.6""}",0,0
4143-OOBWZ,yes,male,0,1,0,5,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 81.3, ""total"": ""416.3""}",0,0
4145-UQXUQ,yes,female,1,0,0,8,1,0,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 92.1, ""total"": ""729.95""}",0,0
4146-SVFUD,no,male,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 44.6, ""total"": ""44.6""}",0,0
4154-AQUGT,yes,male,1,1,0,13,1,0,fiber_optic,0,1,0,1,0,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 89.05, ""total"": ""1169.35""}",0,0
4159-NAAIX,no,female,0,0,0,63,1,1,fiber_optic,0,1,0,0,1,1,two year,0,bank transfer (automatic),"{""monthly"": 97.45, ""total"": ""6253""}",0,0
4160-AMJTL,yes,female,1,0,0,8,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 19.65, ""total"": ""164.3""}",0,1
4163-HFTUK,no,male,0,0,0,51,1,0,no,0,0,0,0,0,0,one year,0,electronic check,"{""monthly"": 19.1, ""total"": ""1007.8""}",0,1
4163-KIUHY,no,male,0,0,0,35,1,1,no,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 25.6, ""total"": ""901.25""}",0,1
4163-NCJAK,no,female,0,1,0,46,1,1,no,0,0,0,0,0,0,one year,1,bank transfer (automatic),"{""monthly"": 24.45, ""total"": ""1066.15""}",0,1
4174-LPGTI,yes,female,0,1,1,41,1,0,dsl,0,1,0,1,0,1,one year,1,bank transfer (automatic),"{""monthly"": 66.5, ""total"": ""2728.6""}",0,0
4176-FXYBO,no,male,0,1,0,54,1,1,fiber_optic,1,1,1,0,1,1,month-to-month,0,electronic check,"{""monthly"": 109.55, ""total"": ""6118.95""}",0,0
4176-RELJR,no,male,1,0,0,67,1,1,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 25.1, ""total"": ""1672.15""}",0,1
4177-JPDFU,no,male,0,0,0,12,0,0,dsl,0,1,0,1,0,0,month-to-month,0,mailed check,"{""monthly"": 34.0, ""total"": ""442.45""}",1,0
4178-EGMON,no,male,0,1,0,70,1,1,fiber_optic,1,1,0,1,0,0,two year,1,credit card (automatic),"{""monthly"": 88.0, ""total"": ""5986.45""}",0,0
4182-BGSIQ,no,female,0,1,1,10,1,0,no,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 19.8, ""total"": ""196.75""}",0,1
4183-MYFRB,no,female,0,0,0,21,1,0,fiber_optic,0,1,1,0,0,1,month-to-month,1,electronic check,"{""monthly"": 90.05, ""total"": ""1862.9""}",0,0
4183-WCSEP,yes,male,0,0,0,31,1,0,fiber_optic,0,1,0,1,0,0,month-to-month,1,electronic check,"{""monthly"": 78.45, ""total"": ""2435.15""}",0,0
4184-TJFAN,yes,female,1,1,1,3,1,0,fiber_optic,1,0,0,1,1,0,month-to-month,1,mailed check,"{""monthly"": 88.3, ""total"": ""273.75""}",0,0
4184-VODJZ,no,male,0,1,1,63,1,1,fiber_optic,0,1,0,0,0,1,one year,1,electronic check,"{""monthly"": 91.35, ""total"": ""5764.7""}",0,0
4186-ZBUEW,no,female,0,0,0,36,1,1,dsl,0,1,0,1,0,1,one year,1,mailed check,"{""monthly"": 70.7, ""total"": ""2511.95""}",0,0
4187-CINZD,yes,female,1,0,0,46,1,0,fiber_optic,0,1,0,0,1,1,one year,0,credit card (automatic),"{""monthly"": 95.25, ""total"": ""4424.2""}",0,0
4188-FRABG,no,male,0,1,0,57,1,1,fiber_optic,1,1,1,1,1,0,month-to-month,1,electronic check,"{""monthly"": 103.05, ""total"": ""5925.75""}",0,0
4188-PCPIG,no,female,0,1,0,57,1,0,dsl,1,1,0,1,1,0,two year,1,credit card (automatic),"{""monthly"": 70.35, ""total"": ""4124.65""}",0,0
4189-NAKJS,no,male,0,0,0,26,1,1,dsl,0,0,0,0,0,0,one year,1,credit card (automatic),"{""monthly"": 51.55, ""total"": ""1295.4""}",0,0
4190-MFLUW,yes,female,0,1,1,10,1,0,dsl,0,0,1,1,0,0,month-to-month,0,credit card (automatic),"{""monthly"": 55.2, ""total"": ""528.35""}",0,0
4191-XOVOM,no,male,0,0,0,63,1,1,fiber_optic,0,1,0,1,1,1,month-to-month,0,electronic check,"{""monthly"": 105.4, ""total"": ""6713.2""}",0,0
4192-GORJT,yes,male,0,1,0,5,1,0,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 94.45, ""total"": ""498.1""}",0,0
4193-IBKSW,no,male,0,1,1,72,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 24.75, ""total"": ""1769.6""}",0,1
4193-ORFCL,yes,female,1,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 45.1, ""total"": ""45.1""}",0,0
4194-FJARJ,no,female,0,1,1,54,1,1,dsl,1,0,0,1,0,0,two year,0,bank transfer (automatic),"{""monthly"": 60.0, ""total"": ""3273.95""}",0,0
4194-WHFCB,no,female,0,1,1,59,1,1,fiber_optic,0,1,0,1,0,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 96.65, ""total"": ""5580.8""}",0,0
4195-NZGTA,no,female,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 25.25, ""total"": ""25.25""}",1,0
4195-PNGZS,no,male,0,1,1,69,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 24.45, ""total"": ""1718.2""}",0,1
4195-SMMNX,yes,male,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 20.35, ""total"": ""33.2""}",0,1
4198-VFOEA,no,female,0,0,0,12,0,0,dsl,1,0,0,1,0,0,one year,1,mailed check,"{""monthly"": 33.6, ""total"": ""435.45""}",1,0
4199-QHJNM,no,male,1,1,0,67,1,1,fiber_optic,0,1,0,1,1,1,two year,0,bank transfer (automatic),"{""monthly"": 102.9, ""total"": ""6989.7""}",0,0
4201-JMNGR,yes,female,1,0,0,1,1,0,dsl,1,0,1,0,0,0,month-to-month,1,electronic check,"{""monthly"": 55.8, ""total"": ""55.8""}",0,0
4203-QGNZA,no,female,0,0,1,28,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 20.25, ""total"": ""535.35""}",0,1
4208-UFFGW,yes,male,1,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 44.95, ""total"": ""85.15""}",0,0
4210-QFJMF,yes,female,0,0,0,4,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 79.15, ""total"": ""317.25""}",0,0
4211-MMAZN,yes,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 20.25, ""total"": ""20.25""}",0,1
4213-HKBJO,no,female,0,0,0,33,1,1,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 25.7, ""total"": ""826.1""}",0,1
4220-TINQT,no,female,0,1,0,61,1,1,fiber_optic,0,0,1,1,1,1,month-to-month,1,electronic check,"{""monthly"": 106.35, ""total"": ""6751.35""}",0,0
4223-BKEOR,no,female,0,0,1,21,1,0,dsl,1,0,1,0,0,1,one year,0,mailed check,"{""monthly"": 64.85, ""total"": ""1336.8""}",0,0
4223-WOZCM,no,male,1,0,0,2,1,0,dsl,0,0,1,0,0,0,month-to-month,0,mailed check,"{""monthly"": 49.95, ""total"": ""107.1""}",0,0
4226-KKDON,no,male,0,0,0,8,1,0,dsl,0,1,0,1,1,0,month-to-month,1,electronic check,"{""monthly"": 66.65, ""total"": ""520.95""}",0,0
4227-OJHAL,no,female,0,1,1,68,1,1,dsl,1,1,1,0,1,0,one year,1,credit card (automatic),"{""monthly"": 73.0, ""total"": ""5163""}",0,0
4228-ZGYUW,yes,male,0,0,0,4,1,1,fiber_optic,0,1,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 90.05, ""total"": ""368.1""}",0,0
4229-CZMLL,yes,male,0,0,0,6,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 74.9, ""total"": ""469.8""}",0,0
4231-LZUYM,no,female,0,1,0,72,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 25.65, ""total"": ""1887""}",0,1
4232-JGKIY,no,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 19.2, ""total"": ""19.2""}",0,1
4234-XTNEA,no,male,0,0,0,2,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 79.95, ""total"": ""174.45""}",0,0
4236-UJPWO,no,female,0,0,0,2,0,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 24.5, ""total"": ""46.4""}",1,0
4236-XPXAV,yes,female,0,1,1,5,1,0,fiber_optic,0,1,0,1,1,1,month-to-month,1,mailed check,"{""monthly"": 99.15, ""total"": ""465.05""}",0,0
4237-CLSMM,no,male,0,1,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 20.0, ""total"": ""38""}",0,1
4237-RLAQD,yes,male,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 45.85, ""total"": ""45.85""}",0,0
4238-HFHSN,no,male,1,1,0,61,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 82.15, ""total"": ""4904.85""}",0,0
4238-JSSWH,no,female,1,1,0,35,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,0,bank transfer (automatic),"{""monthly"": 102.05, ""total"": ""3452.55""}",0,0
4248-HCETZ,yes,male,1,1,0,30,1,0,fiber_optic,0,1,1,0,0,0,month-to-month,1,mailed check,"{""monthly"": 79.65, ""total"": ""2365.15""}",0,0
4248-QPAVC,yes,female,1,1,0,17,1,1,fiber_optic,1,0,1,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 85.35, ""total"": ""1463.45""}",0,0
4250-FDVOU,yes,female,0,0,0,6,1,0,dsl,1,1,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 56.25, ""total"": ""389.1""}",0,0
4250-QVQRU,nan,male,0,0,1,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 19.25, ""total"": ""48.35""}",0,1
4250-WAROZ,no,male,1,1,1,60,1,1,fiber_optic,1,1,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 93.25, ""total"": ""5774.55""}",0,0
4250-ZBWLV,yes,male,0,0,0,68,1,1,fiber_optic,0,1,1,1,1,1,one year,0,electronic check,"{""monthly"": 108.45, ""total"": ""7176.55""}",0,0
4254-QPEDE,no,female,0,1,0,52,0,0,dsl,1,1,1,1,1,1,two year,0,credit card (automatic),"{""monthly"": 66.25, ""total"": ""3330.1""}",1,0
4255-DDUOU,yes,female,0,1,1,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 20.5, ""total"": ""20.5""}",0,1
4256-ZWTZI,no,female,0,0,1,5,1,0,dsl,0,0,0,1,0,0,month-to-month,1,mailed check,"{""monthly"": 51.0, ""total"": ""286.8""}",0,0
4257-GAESD,no,female,0,0,0,6,0,0,dsl,0,0,0,0,1,1,month-to-month,0,credit card (automatic),"{""monthly"": 45.0, ""total"": ""298.7""}",1,0
4268-YNAHK,nan,male,0,0,1,33,1,0,no,0,0,0,0,0,0,one year,1,mailed check,"{""monthly"": 20.15, ""total"": ""682.15""}",0,1
4273-MBHYA,no,female,0,0,1,1,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 89.35, ""total"": ""89.35""}",0,0
4274-DRSQT,no,female,0,0,0,66,1,1,fiber_optic,0,1,0,0,1,0,one year,1,bank transfer (automatic),"{""monthly"": 88.9, ""total"": ""6000.1""}",0,0
4274-OWWYO,yes,male,0,0,0,1,1,0,fiber_optic,0,1,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 74.35, ""total"": ""74.35""}",0,0
4277-BWBML,no,male,0,1,1,72,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 19.95, ""total"": ""1322.85""}",0,1
4277-PVRAN,yes,female,0,0,0,8,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 80.1, ""total"": ""679.3""}",0,0
4277-UDIEF,no,male,0,1,1,24,1,1,dsl,1,0,0,1,1,1,month-to-month,0,bank transfer (automatic),"{""monthly"": 81.0, ""total"": ""1923.85""}",0,0
4280-DLSHD,no,male,0,1,0,8,1,0,dsl,0,1,1,0,0,0,month-to-month,1,mailed check,"{""monthly"": 54.75, ""total"": ""445.85""}",0,0
4282-ACRXS,no,male,1,1,0,38,0,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 24.85, ""total"": ""955.75""}",1,0
4282-MSACW,no,male,0,0,0,68,1,1,fiber_optic,1,1,1,1,1,1,one year,1,credit card (automatic),"{""monthly"": 117.2, ""total"": ""8035.95""}",0,0
4282-YMKNA,yes,female,0,0,0,9,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 74.75, ""total"": ""706.6""}",0,0
4283-FUTGF,yes,male,1,0,0,19,1,1,fiber_optic,0,0,1,0,0,0,month-to-month,1,electronic check,"{""monthly"": 79.85, ""total"": ""1471.75""}",0,0
4283-IVYCI,no,male,0,0,0,9,1,0,dsl,1,0,0,1,0,1,month-to-month,0,mailed check,"{""monthly"": 64.95, ""total"": ""547.8""}",0,0
4285-GYRQC,yes,female,0,1,0,7,1,0,fiber_optic,0,0,1,0,1,0,month-to-month,1,electronic check,"{""monthly"": 86.25, ""total"": ""587.1""}",0,0
4289-DTDKW,yes,male,0,1,0,40,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 101.3, ""total"": ""4113.1""}",0,0
4290-BSXUX,yes,male,0,1,0,3,1,1,fiber_optic,0,0,0,1,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 79.65, ""total"": ""251.75""}",0,0
4290-UZSKY,nan,female,0,0,0,4,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 79.0, ""total"": ""303.15""}",0,0
4291-HPAXL,no,male,0,0,1,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 19.85, ""total"": ""19.85""}",0,1
4291-HYEBC,no,female,1,1,1,28,0,0,dsl,0,1,0,0,0,1,one year,1,electronic check,"{""monthly"": 39.1, ""total"": ""1096.6""}",1,0
4291-SHSBH,no,male,0,0,0,7,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 69.55, ""total"": ""521.35""}",0,0
4291-TPNFG,no,male,0,1,0,72,1,1,dsl,1,1,1,1,0,1,two year,1,bank transfer (automatic),"{""monthly"": 82.3, ""total"": ""5980.55""}",0,0
4291-YZODP,no,female,0,0,1,7,1,0,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 20.05, ""total"": ""96.8""}",0,1
4293-ETKAP,no,female,0,1,1,65,1,1,dsl,0,1,0,1,1,1,two year,1,bank transfer (automatic),"{""monthly"": 79.4, ""total"": ""5071.9""}",0,0
4295-YURET,no,female,1,1,1,56,1,0,dsl,1,0,0,1,1,1,two year,1,credit card (automatic),"{""monthly"": 72.6, ""total"": ""4084.35""}",0,0
4298-OYIFC,no,male,0,1,0,15,1,1,fiber_optic,0,0,1,1,1,1,month-to-month,1,electronic check,"{""monthly"": 103.45, ""total"": ""1539.8""}",0,0
4299-OPXEJ,no,female,0,0,0,56,1,0,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),"{""monthly"": 19.55, ""total"": ""1080.55""}",0,1
4299-SIMNS,no,male,0,0,0,9,1,1,fiber_optic,1,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 81.15, ""total"": ""784.45""}",0,0
4301-VVZKA,no,male,0,1,0,16,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 75.4, ""total"": ""1189.4""}",0,0
4302-ZYFEL,no,male,0,1,1,69,1,0,no,0,0,0,0,0,0,one year,1,credit card (automatic),"{""monthly"": 20.55, ""total"": ""1403.1""}",0,1
4304-TSPVK,no,female,0,1,0,68,1,1,fiber_optic,1,1,1,1,1,1,two year,0,bank transfer (automatic),"{""monthly"": 114.9, ""total"": ""7843.55""}",0,0
4304-XUMGI,no,male,1,1,1,50,1,1,dsl,1,1,1,0,0,1,two year,1,bank transfer (automatic),"{""monthly"": 75.15, ""total"": ""3822.45""}",0,0
4307-KTUMW,yes,male,0,1,0,53,1,1,fiber_optic,1,0,1,0,0,1,month-to-month,0,electronic check,"{""monthly"": 93.9, ""total"": ""5029.2""}",0,0
4307-KWMXE,no,male,0,0,0,10,0,0,dsl,0,1,0,1,0,0,month-to-month,0,electronic check,"{""monthly"": 35.75, ""total"": ""389.8""}",1,0
4310-KEDTB,no,female,0,0,1,26,0,0,dsl,0,0,1,0,0,0,month-to-month,1,mailed check,"{""monthly"": 29.8, ""total"": ""786.5""}",1,0
4311-QTTAI,no,female,0,0,0,16,1,0,no,0,0,0,0,0,0,one year,0,credit card (automatic),"{""monthly"": 19.35, ""total"": ""295.55""}",0,1
4312-GVYNH,no,female,0,1,0,70,0,0,dsl,1,0,1,1,0,1,two year,1,bank transfer (automatic),"{""monthly"": 49.85, ""total"": ""3370.2""}",1,0
4312-KFRXN,no,male,0,1,0,72,1,1,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 25.4, ""total"": ""1710.9""}",0,1
4315-MURBD,yes,female,0,0,0,12,1,0,fiber_optic,1,0,0,1,1,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 98.9, ""total"": ""1120.95""}",0,0
4316-XCSLJ,no,male,0,0,1,17,1,0,dsl,1,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 50.3, ""total"": ""846.8""}",0,0
4317-VTEOA,yes,male,0,0,0,1,1,0,dsl,0,1,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 50.75, ""total"": ""50.75""}",0,0
4318-RAJVY,no,female,0,0,0,10,1,0,no,0,0,0,0,0,0,one year,1,mailed check,"{""monthly"": 19.8, ""total"": ""198.25""}",0,1
4320-QMLLA,no,male,0,0,0,7,1,0,dsl,0,0,0,0,1,0,month-to-month,0,mailed check,"{""monthly"": 54.85, ""total"": ""370.4""}",0,0
4322-RCYMT,yes,male,0,1,1,68,1,1,dsl,0,1,1,1,0,1,one year,1,bank transfer (automatic),"{""monthly"": 75.8, ""total"": ""5293.95""}",0,0
4323-ELYYB,no,male,0,1,1,13,1,0,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 20.0, ""total"": ""218.55""}",0,1
4323-OHFOW,no,female,1,1,0,70,1,1,fiber_optic,0,1,0,1,1,1,one year,1,bank transfer (automatic),"{""monthly"": 105.55, ""total"": ""7195.35""}",0,0
4323-SADQS,yes,male,0,1,1,7,0,0,dsl,1,0,0,1,0,0,month-to-month,1,electronic check,"{""monthly"": 34.5, ""total"": ""279.25""}",1,0
4324-AHJKS,no,female,0,0,0,5,1,0,dsl,1,0,1,0,0,0,month-to-month,0,credit card (automatic),"{""monthly"": 55.8, ""total"": ""300.4""}",0,0
4324-BZCKL,no,female,0,1,1,10,1,0,dsl,0,1,1,0,0,0,month-to-month,1,mailed check,"{""monthly"": 55.55, ""total"": ""551.3""}",0,0
4325-NFSKC,yes,male,1,0,0,19,1,1,fiber_optic,1,0,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 90.6, ""total"": ""1660""}",0,0
4328-VUFWD,no,female,0,0,0,39,1,0,dsl,0,0,0,1,0,1,one year,0,electronic check,"{""monthly"": 59.3, ""total"": ""2209.15""}",0,0
4329-YPDDQ,no,male,0,0,0,20,1,0,fiber_optic,1,1,1,1,1,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 108.2, ""total"": ""2203.7""}",0,0
4332-MUOEZ,no,male,1,1,1,20,1,0,fiber_optic,1,0,1,1,0,1,one year,0,credit card (automatic),"{""monthly"": 94.3, ""total"": ""1818.3""}",0,0
4334-HOWRP,no,male,1,1,0,72,0,0,dsl,1,1,1,1,1,1,two year,1,credit card (automatic),"{""monthly"": 64.95, ""total"": ""4546""}",1,0
4335-BSMJS,no,female,0,0,0,62,1,1,no,0,0,0,0,0,0,two year,1,credit card (automatic),"{""monthly"": 25.8, ""total"": ""1563.95""}",0,1
4335-UPJSI,no,female,0,0,1,24,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 19.75, ""total"": ""498.1""}",0,1
4338-EYCER,no,male,0,1,0,21,1,0,dsl,0,0,0,0,1,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 54.6, ""total"": ""1125.2""}",0,0
4342-HENTK,yes,female,1,0,0,2,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 70.65, ""total"": ""142.35""}",0,0
4342-HFXWS,no,female,0,1,1,48,1,0,dsl,1,0,1,1,1,0,one year,0,bank transfer (automatic),"{""monthly"": 69.7, ""total"": ""3023.65""}",0,0
4343-EJVQB,no,male,0,0,0,7,1,0,fiber_optic,1,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 74.35, ""total"": ""533.6""}",0,0
4349-GFQHK,yes,male,0,0,0,1,1,1,dsl,0,0,1,0,0,0,month-to-month,0,electronic check,"{""monthly"": 54.35, ""total"": ""54.35""}",0,0
4350-ZTLPI,no,female,0,1,0,53,1,1,fiber_optic,0,1,1,1,1,1,one year,1,bank transfer (automatic),"{""monthly"": 108.95, ""total"": ""5718.2""}",0,0
4351-QLCSU,yes,female,0,0,0,1,1,0,dsl,0,0,0,0,1,0,month-to-month,1,credit card (automatic),"{""monthly"": 55.0, ""total"": ""55""}",0,0
4353-HYOJD,no,female,0,1,1,27,1,0,dsl,0,1,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 49.85, ""total"": ""1336.15""}",0,0
4355-CVPVS,no,female,0,1,1,56,1,0,fiber_optic,0,0,0,0,1,1,one year,0,bank transfer (automatic),"{""monthly"": 88.9, ""total"": ""4968""}",0,0
4355-HBJHH,yes,male,0,1,1,67,1,1,dsl,1,0,1,0,1,1,two year,1,electronic check,"{""monthly"": 79.7, ""total"": ""5293.4""}",0,0
4359-INNWN,no,female,0,0,0,17,1,0,no,0,0,0,0,0,0,one year,0,credit card (automatic),"{""monthly"": 20.05, ""total"": ""337.9""}",0,1
4360-PNRQB,no,male,0,0,0,18,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 75.6, ""total"": ""1395.05""}",0,0
4360-QRAVE,no,male,1,0,0,37,0,0,dsl,0,1,1,0,0,0,month-to-month,0,electronic check,"{""monthly"": 36.65, ""total"": ""1315""}",1,0
4361-BKAXE,yes,female,0,0,0,41,1,1,fiber_optic,1,1,1,1,1,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 114.5, ""total"": ""4527.45""}",0,0
4361-FEBGN,no,male,0,0,0,48,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 20.15, ""total"": ""982.95""}",0,1
4361-JEIVL,yes,male,0,0,1,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 44.4, ""total"": ""44.4""}",0,0
4365-MSDYN,no,male,0,1,0,8,1,0,no,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 19.55, ""total"": ""161.15""}",0,1
4366-CTOUZ,no,female,0,0,0,50,1,0,fiber_optic,0,1,0,1,1,1,two year,1,mailed check,"{""monthly"": 100.2, ""total"": ""5038.45""}",0,0
4367-NHWMM,no,female,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 24.9, ""total"": ""24.9""}",1,0
4367-NUYAO,no,male,0,1,1,0,1,1,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 25.75, ""total"": "" ""}",0,1
4369-HTUIF,yes,male,1,0,0,6,1,0,fiber_optic,1,0,0,0,1,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 85.15, ""total"": ""503.6""}",0,0
